Timestamp,SoC,SoH,Battery_Voltage,Battery_Current,Battery_Temperature,Charge_Cycles,Motor_Temperature,Motor_Vibration,Motor_Torque,Motor_RPM,Power_Consumption,Brake_Pad_Wear,Brake_Pressure,Reg_Brake_Efficiency,Tire_Pressure,Tire_Temperature,Suspension_Load,Ambient_Temperature,Ambient_Humidity,Load_Weight,Driving_Speed,Distance_Traveled,Idle_Time,Route_Roughness,RUL,Failure_Probability,Maintenance_Type,TTF,Component_Health_Score,battery_temperature,voltage,current,state_of_charge,avg_current,state_of_health,mileage_km,age_months,charge_cycles,battery_replacement_cost
2024-04-10 16:30:00,0.8672542530023315,0.5150611255450974,367.0213149587052,-48.21821731658417,27.28785718968529,158.56407994069605,51.80469095238991,0.3672040165938937,343.47214632801183,1883.220742540961,28.94855962801184,0.2619773592241403,31.85277048488132,0.4881572250018833,22.79596035876391,25.01745160607745,195.18625451564805,-3.319024819120248,32.062761989089225,886.3309011758558,55.5798005226249,0.48384776282553,0.9520026272262968,0.7582609869447599,223.4478455313471,0,0,142.75513420645143,0.904394987167016,30.13,315.02,187.36,84.63,25.56,52.53,56310.98,2,2008,12810.55
2024-04-08 17:45:00,0.8944290477189298,0.4330136269643479,371.8095475693225,-16.439801804144068,34.882524544759285,110.80329287192862,49.56513813112674,0.4104053474648423,155.01425576665548,1994.123969700957,25.37743084646196,0.2700437104953496,49.87581399291152,0.5932451539018806,31.467824767801066,48.62376660150032,449.04911177500696,21.69430200397616,35.534460239710896,531.9911382793072,93.07365174101662,9.64099445441047,0.5210761504358604,0.2436649712316579,265.5654613070186,0,1,150.54993913027374,0.7502568452027255,29.84,363.1,12.18,7.8,105.45,47.68,46308.75,3,2078,12930.1
2021-12-22 11:15:00,0.086920249569163,0.963155037292556,367.9687579307591,-34.50174432315053,27.39642376478276,159.09491155481606,42.91786286264455,1.1398616863384037,165.25487741085635,1651.3462727996912,21.848211704404417,0.9054321430292156,36.57814795830622,0.4390685422424381,33.99632228759414,26.017312231614127,493.3637328674658,12.870787708475678,40.84220707342915,775.0790842575192,48.88515665080904,91.22589865224194,0.4808295972453197,0.2312981474604936,234.84144725771145,0,1,156.43515094008842,0.938684284199833,22.57,345.62,42.24,14.85,50.72,72.34,91234.47,102,1510,12167.55
2022-05-05 03:30:00,0.1458938702460653,0.9839059000020258,352.09447247738416,-40.71416178070943,31.18895267898332,199.28442042191293,57.52544727963162,0.3431498212264875,300.97123488912786,1671.679263473389,26.786287166465343,0.8700647662349434,89.8633953217601,0.8270771232113829,33.516318696859884,26.67523015674585,159.36465813589618,14.82551405554697,94.16513780789302,592.9883229341779,48.04271388368585,1.563243220812931,0.3525023195454286,0.2808678725432553,282.9673302086894,0,0,194.1792794413696,0.900429303317893,25.59,337.13,99.97,28.57,21.63,69.81,88422.76,101,1632,11739.2
2021-08-06 07:45:00,0.9526434565566656,0.4051841720263213,381.57240625078873,-11.401712741346088,34.02205737429651,136.6681852725304,50.80820543001289,0.240014514157128,163.3818556972488,1622.9027951121452,22.12640169975137,0.1661849480068017,43.86055795872842,0.8441607352136159,30.610744388963266,34.608070232585746,109.41506631454374,16.139266582767164,87.21078693173278,873.7751240696577,110.12716022102197,2.96956888240949,0.91167868085571,0.1709920529998359,210.709771002207,0,0,125.0928643037736,0.8401287837696448,18.86,319.03,155.07,18.98,47.39,96.38,129654.92,82,1102,11732.68
2024-04-09 20:45:00,0.8310789411828625,0.9922926622999528,393.57003924851625,-185.00444463927155,28.43074043603499,178.99052864370768,54.355200996103896,0.4257929337217313,146.71433872179924,4157.752826649659,23.07869374920024,0.1976731448250978,39.564377435262216,0.8804398402944495,33.39173305048476,34.53914126088984,151.0339429197254,17.87406536675096,49.48709633037085,639.23660508329,59.02184662084037,7.9715361545138705,0.0139389205650189,0.2187345364907846,39.15287532233286,0,2,118.82874628303846,0.7658189403200569,17.01,327.68,56.81,50.29,66.51,84.31,177054.19,71,1309,12238.6
2020-03-22 11:00:00,0.9087422918991696,0.9466772076453454,387.6953778985672,-10.752473963859572,25.00522124373373,657.4941604820591,82.82716935010407,0.3282622591235318,158.36219532074898,1507.9368196224657,24.02165745801585,0.2081236196920705,43.87435136984568,0.5946754108997991,32.888031338755425,27.856718589506222,100.0638330125323,-6.183838629092223,45.41399724862059,636.5013199894679,50.04868221395254,1.4661496542967167,0.945487601631516,0.7888083600388307,228.7058514402343,0,0,132.96463996257089,0.7853894294562023,33.61,392.87,95.99,15.09,139.4,92.37,175847.01,30,1129,11869.57
2023-07-02 17:00:00,0.8157849971924677,0.9751885145227154,359.1194572601608,-103.97289849403612,32.935273267560895,170.950136436317,59.50956443458223,1.805763143543495,192.44016344473937,1758.4407178322108,28.237197593105755,0.1080835686475917,37.16258172464188,0.873505471686326,33.96128275483231,48.79796780286317,128.70506308952702,13.982245907407965,49.316935649196495,565.6533419207835,108.92427778580232,4.349022481195874,0.2445395722465452,0.844789393567285,270.21675995711183,0,0,167.3511589900774,0.1317343048490379,23.75,379.19,88.37,11.68,78.34,59.89,102875.72,98,1707,12496.82
2022-09-30 10:00:00,0.9223025814460456,0.9039961106587646,351.75941271222285,-17.377347737673603,30.647255590469328,150.1182424006479,90.06254199919006,0.2152120757603155,102.53786170727204,1589.7003227876444,26.34356124310007,0.2751985592611878,44.35171825793505,0.5652906596244516,32.01167462028467,30.476447256199577,193.0141874824215,19.11208977098773,32.7945044171878,683.1829053037975,51.86479963657805,8.026237373455299,0.6393244410614827,0.291735018318891,281.4183577037749,0,0,105.4309432796295,0.9731696606470444,32.89,358.99,198.89,29.18,24.14,63.3,51673.53,49,1724,11988.65
2024-04-13 19:00:00,0.8245218051913291,0.9837585979348976,249.4888706162224,-16.56347978895316,30.414854410134303,683.1233991161365,44.548635398001664,0.4298623350093342,135.50781357977868,1818.935454512804,23.577411174110694,0.1556381875315622,71.26247924547282,0.875568102189827,34.730438543987454,27.4188706982324,143.2884288480045,-5.171235203591435,38.83994737567989,523.061491613453,49.81950544836033,3.790325847465244,7.519286321740289,0.8629862760155363,226.34425951982544,0,0,188.35719140666265,0.8446132648297947,19.48,377.91,13.77,22.45,30.57,51.52,24975.89,117,1989,12187.56
2023-10-08 03:45:00,0.9671016964874808,0.9252951722562686,350.7018136307123,-175.54477636329952,25.78335437093057,131.78872321261412,59.22973725614726,0.341220056390472,114.7351212702726,4504.71244338425,26.33796701835436,0.1062876047551296,38.80716130134948,0.9462313601767284,30.48174670048518,33.69640703442981,113.37648921752356,14.870188167663988,30.320283916662515,553.6810390105853,59.9539545965267,8.055094344193158,0.3930683472774462,0.2038792420402488,264.47190650362575,0,0,135.4550639067829,0.2449489149287588,22.75,411.96,107.4,75.32,17.48,49.61,91000.42,22,1972,13772.6
2020-01-27 09:00:00,0.9468098150995516,0.9585343815880272,365.3899267737816,-170.42840916414335,26.33518706352309,699.3262680394005,48.67351585948443,1.989910489097907,175.45623878373303,4479.706645833289,28.85691330581306,0.2270452343133998,40.46095526138966,0.8328703905579942,20.779863232270404,28.676304301522965,154.00717296833164,16.657498206878632,49.816317359500175,895.4772248014208,47.177851758560166,7.155247235066557,0.2114675534375127,0.147807563493042,251.0583892855312,0,0,129.33070769206313,0.7251916017847777,29.21,308.12,172.49,70.48,60.8,87.12,100856.83,34,1170,10924.73
2021-09-10 01:30:00,0.9456797649494316,0.9440458941791304,248.41648356980264,-31.477406631978788,32.61291623419825,166.85837799022062,55.861303092270425,1.210962748832339,385.8253015006777,1793.6819920857297,24.261113826197622,0.1081891995732034,72.52204404036569,0.4049702772710601,23.41909597824096,50.99610705084589,129.5075268494117,23.319309585094544,37.64648110486064,1892.011533430241,42.23799150961084,1.2007619227887822,0.5798094218237402,0.2706819336602594,261.92973092251964,0,1,24.124778251765587,0.863066246049693,30.74,409.48,125.05,58.59,144.37,83.83,97500.7,68,1310,11632.09
2024-07-01 23:45:00,0.1917667385619264,0.9652040299955184,369.6830908976543,-13.404343229179936,28.43760047724099,145.55705591547795,53.5309178177227,0.3383443285420314,193.14658903656183,1789.0195299773204,26.06272250559361,0.2336439163312988,35.179516780246125,0.80583178127665,31.429524587401467,31.72807926522396,157.97863625517098,14.0389398057033,45.47504609843915,1961.5558774137523,45.84794467232536,82.56041348891154,0.98448224005316,0.2306126553890642,35.01797144147737,0,1,167.519258127931,0.8999025403221566,23.4,352.55,104.67,18.65,65.19,84.47,1165.05,69,1212,11276.81
2024-10-25 08:15:00,0.9810861734002893,0.5666681795634642,382.2174862402383,-21.609273257435856,31.73057346121368,121.37538616181074,45.30302478995612,0.3008336543264177,191.5347682247463,1733.700864323389,25.064300368514413,0.2736624218796661,42.40163551510332,0.5062145816523138,22.15618892102257,32.891988209601735,132.0033699646873,22.110812162170483,44.09033774031241,588.2571351257186,49.826301409295,0.6922883148596592,0.6841410693700434,0.1458918922348563,205.97368194727332,0,0,118.4166384226612,0.9424351565000928,25.93,409.06,120.8,99.55,55.5,48.76,95633.18,60,1887,13447.05
2023-05-31 09:15:00,0.842878369280134,0.9765493503275836,384.9543809193576,-13.833260279648073,55.51754090769242,681.1763362090215,43.38320019262559,0.294819978794716,156.6083013346979,1658.015448010647,25.355439827526368,0.2171160809249346,74.94082571291044,0.4337337841589591,34.167625129657615,29.97551263560649,116.80605612649116,21.697599453368323,38.95445760388398,788.1870496051029,55.08178386808378,3.1492385707920043,0.3627508582299168,0.135680223226949,262.2404239373795,0,0,128.0333517358281,0.8697511012177026,17.36,337.8,136.18,69.63,24.9,56.21,71890.25,6,1971,12970.39
2020-06-05 03:45:00,0.9842454845599848,0.9126854995429466,386.80857037784295,-149.6690512786481,31.99394024846928,109.29526960311922,40.1252532065156,0.3783073295391349,115.95509478324682,1722.8940333054531,74.16117877602942,0.2475305256597234,39.238378918762834,0.9413279842740262,31.00491217557888,30.222081672535605,190.60948308717485,-1.6729992467407122,31.53257188147777,1589.2201447541618,53.17761205592543,6.871621595470297,0.2920330384826221,0.1456142182607658,224.69438158130225,0,1,4.918957905672664,0.8224999892388533,33.82,369.75,194.16,20.09,40.87,74.22,80909.2,82,1625,12295.79
2020-02-17 07:45:00,0.9313179909070948,0.945594226451842,386.8273858586397,-119.70876080991162,28.60890928527993,112.65289373624869,93.13507988253068,0.2942044864659492,101.8789880529126,1732.3139984504896,79.95845757735484,0.2313038213399131,46.91609407351083,0.425041948169376,32.373655445298695,26.38802577728525,143.85666994352007,19.82434547851927,34.66033458155043,887.0001247382551,51.75741288590777,6.834199997453876,0.7402322726064623,0.2471236674706584,13.42881314923231,0,0,196.39975181346176,0.153128593485072,27.7,310.19,197.39,51.14,21.1,76.55,83156.47,26,1452,11294.47
2022-05-31 10:45:00,0.0490520115904327,0.5827857234593913,220.1104977856939,-42.691945868965576,28.955993608191488,518.265374451938,59.32384960895058,1.1616774924361797,114.70594211514748,1994.406649394783,20.8290736698146,0.2457539974235622,30.031606107876417,0.8987987168087362,34.1029746715174,34.584341507239046,162.09488024835247,15.22561598176301,38.7485234284093,1715.025998198156,50.68760194187903,1.543125158536338,0.2374973023531958,0.1834349845888559,39.67098383215449,0,0,194.74181737668712,0.1661923665267099,24.74,312.05,195.95,45.53,81.81,99.27,101395.02,63,972,11002.55
2020-04-21 03:30:00,0.1949174491766852,0.9997094117088248,350.81399459892714,-24.53167590542918,25.63486617825925,154.37140973801223,53.30596615228048,0.2025709480069001,313.010290967714,1911.9745131394,71.42646834478393,0.2303460836704124,44.00389315561632,0.8302083600039284,31.51734489260665,33.64068183418418,191.5230112525423,21.4416211111131,37.52076284989073,569.8829932406704,45.103109736462045,2.6788550770663324,0.5858360611882352,0.1099206708820693,255.57677047852144,0,1,3.130634808477609,0.7098141570435786,33.2,367.37,138.91,68.66,99.07,50.43,191509.85,39,1960,14132.53
2024-08-02 17:45:00,0.9942902830343934,0.9107444813779856,388.9164023730538,-193.3160504168109,29.92142248782193,187.80708114304755,88.63680830737115,0.4601243375170651,113.5219479526951,1971.538018950487,20.3505249379974,0.118238492800792,88.15141541804735,0.8982467709131641,23.652244601391423,29.149078801065663,191.622426883053,14.959752944882135,44.05864250315248,902.6519705612624,117.61485585508552,7.491547580461734,0.6892386241701297,0.1616605807842643,292.31448337303533,0,1,153.43106660199115,0.0459078208979975,16.75,340.05,86.72,26.86,46.83,31.68,198566.33,48,2378,15890.94
2022-11-07 14:30:00,0.8275928695999041,0.9233397473072116,224.97344017906752,-12.061968436744422,33.14673810060916,168.30134506363285,50.45708547117919,1.887999189738816,148.85097337683243,1604.114065440782,68.20192330421398,0.2023723484501163,47.71514975771783,0.8698436689308346,32.84237451522088,25.075695138997933,190.2095337494826,17.691399755452878,31.10710159464929,1511.346139431192,41.49903229875876,1.960399209496408,0.523260467612993,0.1417968847968618,241.0439133600121,0,0,150.09821811617564,0.0475612063396172,22.93,315.61,87.95,34.3,95.0,57.01,99898.98,71,1888,13417.35
2020-04-16 20:00:00,0.9155048742860804,0.989923181824752,201.6021357672332,-15.558543912117116,30.57938116505893,565.6604491709274,50.420868649459095,0.2764204028183495,197.0976925605746,1839.1140886565,25.196357864277463,0.2462457685334945,38.91874909966737,0.8248390605756688,22.263336364108863,31.80210310590576,487.8504326934421,12.580064109991918,45.59312558726299,722.6943432036421,104.3460027513037,9.18553684928664,0.5891492399207423,0.1254016014954952,271.16515834995266,1,1,21.016064702689874,0.95125614654241,22.34,310.53,176.85,37.67,24.81,70.05,77840.41,44,1498,11552.91
2021-10-17 15:00:00,0.8815509654980552,0.9342619531727996,372.05732765393975,-129.53907437284042,27.341340330936305,163.83955656316556,47.13297550450181,1.9087584957876027,158.79609969753074,1637.5047077367055,21.61310158267932,0.1399017570396449,40.72730635470103,0.5085360375630006,30.07053982882864,30.79164261456058,430.3188770438565,19.4408396293773,35.43620917342484,809.5673165699395,113.22679904381948,6.544217078455072,0.3265724758144275,0.2606320277821084,205.51080304176745,0,0,160.44770209361036,0.1850505055701758,23.64,332.33,176.17,16.83,142.68,42.52,179495.34,10,2195,15103.55
2024-10-16 11:15:00,0.84623685675713,0.9997016976617816,386.92894583218623,-37.94970054657213,32.74660176399752,532.2457760328263,45.61477471765369,0.3779575059112376,171.45319793721757,1946.812248913743,28.0501141807106,0.2997318188509176,32.530435894227345,0.8443636328639392,34.53266038670441,29.01462161817513,108.8588589498912,12.068481650439953,40.97297001446755,892.943652479541,59.187954098979205,2.622067899882005,7.774442846834455,0.1598465340178735,288.825799815813,0,2,185.32895796420945,0.1844551798674775,15.36,371.89,76.26,6.81,91.33,34.68,44424.05,81,2445,13644.72
2024-05-31 14:15:00,0.9414101386252643,0.9656967513462642,398.75470827055926,-37.72665870744029,27.19441604212609,121.53774955137422,58.399590746713926,0.3380788701301205,110.74053289693182,1658.4534579292913,21.118830794009703,0.1325915902379393,48.515189013710085,0.8368898737910634,30.16932005590297,31.919531825187853,114.39687222511328,13.526743507785786,49.81977949839073,823.4845079578118,55.91443349287098,3.580015405914614,0.9866591459050934,0.1080344004048288,283.3151905608889,0,2,104.1751888151989,0.8129165535554541,28.94,399.76,147.17,44.13,142.97,55.82,140741.73,41,1741,13390.3
2020-01-25 17:45:00,0.858031258156898,0.9128673088689266,361.3873151017035,-16.62198051470017,30.12078676971681,193.31263916572937,57.66852181976891,0.283687044963654,100.90298000224844,1859.6340872205728,25.920290206049703,0.1410423060212466,32.771681499898946,0.9033459646829402,31.88156979669851,33.903088776356974,115.58906249152588,14.443639005983446,90.56363692177352,1910.4401944288445,50.67019122269515,73.68651870834259,0.2849503927123302,0.1994722861155516,219.2167224325229,0,0,141.0775035366481,0.7404722927655545,27.11,330.12,56.74,22.51,90.91,35.89,109519.9,80,2308,14888.0
2022-08-25 20:15:00,0.9704393928384888,0.9705326012819092,379.4728267712184,-30.520858874208,26.74481015695063,152.2454286688253,51.01307907395689,0.4109159092068085,128.51415779897764,1618.2032813947158,22.66336914766112,0.9536348070876374,39.50488936855996,0.9469528321407747,34.32510253054378,33.75864309874584,115.4632991614894,19.300172972024903,43.19249749573618,663.5288303059958,40.44627767829861,0.8970729481735107,0.821384147730168,0.1613941574063957,262.55352275115,0,1,166.1908028068692,0.7711626399971481,23.11,337.96,177.52,87.73,23.81,94.97,107008.98,108,1069,11692.53
2022-04-18 21:30:00,0.9274113087442628,0.9858879393347078,372.2945201432058,-44.13729256440418,31.999010261322525,615.4634709477019,45.45366335985405,0.4881789745372908,151.3607360963151,4738.228011740959,28.173804821468394,0.2694494176347625,34.94085241614645,0.5204159627757735,32.974260595842914,46.26128074504307,161.56793843720226,14.141318230892976,37.41776925376856,1929.0905882173608,57.62886654478552,7.472124124588286,0.9321579422185524,0.2799887920005808,251.41445739657863,0,0,181.3220613989967,0.8521129450163265,29.73,313.06,107.94,38.83,86.61,65.45,167954.36,41,1599,12844.98
2023-07-29 15:45:00,0.8825779451991588,0.9201941472141204,376.05670919114766,-19.22378082893189,30.675155259419228,155.95189554238928,50.026000468097166,1.7308886397116026,177.3384477933323,1987.3119936955225,29.232654418381003,0.2921127355878501,30.30608542591218,0.8381834929519594,31.48191743867364,29.03432363656568,442.73426639318205,24.18863657216199,35.84089203552411,1704.1072499622692,48.3622834046292,1.2712118975059317,5.604184244705741,0.1900151291961698,226.57786078389165,0,0,119.7571803264818,0.7071072103552631,34.54,413.99,104.64,67.58,35.75,56.86,194105.25,91,1760,13546.77
2020-01-18 00:45:00,0.83454061105635,0.9568433336451516,222.8479037997806,-40.51995674942289,26.41425944404954,181.38702691712527,52.56874008368813,0.3238483706623262,189.2722342926118,1682.393857680683,28.331112050635404,0.2660066200791667,32.56146725393415,0.8235842359909995,21.60810340861956,34.990823198133015,110.64920177690114,24.859261811649915,38.54329160267796,843.5154900006348,54.33760569906956,73.85895478947253,0.4280684330338258,0.226998489613044,38.92457608069918,0,0,192.81002448262345,0.0174301063905132,24.43,312.09,57.15,75.73,21.08,64.25,25517.14,6,1823,11820.88
2023-04-20 13:15:00,0.1472510442236457,0.9920944848454214,392.326987993374,-32.622112172908004,28.01980183064532,161.85767352105694,90.49544311021012,0.4354599547731185,177.4508701411603,1850.615179940783,27.842333886490977,0.1393679914172669,33.03357396563399,0.8348797094518421,23.232181350012265,26.537158907334383,161.08559690388867,23.3589882324939,85.65811241434302,745.7445374183764,111.3957757138878,7.157728353530719,0.7364128350644621,0.1765370598456716,295.27216076985184,0,1,129.32251731657846,0.1082365110313276,15.53,331.71,193.03,89.36,127.71,35.14,149157.76,73,2258,15067.72
2021-02-24 16:30:00,0.9290110348534908,0.9983189522715994,371.845998626666,-28.070150859720783,28.922340131011712,670.9658238448287,59.82006095978264,0.3793441499666222,122.03360417619862,1856.319783547656,23.176580657743788,0.2809485849230823,48.90911636951907,0.8985484116285217,31.00714551187527,32.64600430153216,182.9645906632808,22.99289097705016,36.131018037421455,909.9557804276664,44.89339130691717,1.8315917928152925,0.9193936252943689,0.2742331525874588,288.6561030318223,1,0,183.2608862609688,0.9846102039753292,34.66,323.53,72.96,6.41,83.3,33.07,34473.71,74,2493,13812.3
2022-03-26 14:00:00,0.1925550667774856,0.4812387237161626,355.86101401423184,-22.81402980055536,29.67403504308744,139.6976238537596,49.22595054637193,0.4219485415115073,137.02045799175028,1673.828521342029,21.563998631438885,0.159707659091104,48.11663222766444,0.9003364973659778,33.297667428583345,31.87037336450709,145.41035176727274,18.680032689440125,40.8052057487883,776.8805119138433,59.29051154635012,6.004368472293561,0.3184501002603599,0.2261338801502935,231.86824312417195,0,0,107.2483692508156,0.9031190624180002,26.1,362.81,57.62,14.47,149.54,74.29,169266.91,73,1632,12732.76
2021-08-31 18:30:00,0.8824066742390688,0.9517218847523934,376.5860039113479,-42.84970436413396,28.620685589065847,167.28432044789457,59.587888337923424,0.3038491968457212,184.09879854504368,1844.218873524748,20.114525782111635,0.236887233050587,40.998718048132986,0.8722603320686181,34.91611906777843,31.716359984573806,152.5172955807849,20.87222414107167,41.5216726511036,963.6121803761364,57.41339483631678,6.261685278873149,0.6081214828727511,0.2330570533617598,233.7462021422912,0,1,25.503462484134605,0.2327639048073574,33.45,332.51,124.03,51.83,100.42,84.93,145099.92,98,1310,12035.44
2021-08-28 12:30:00,0.9238182317217328,0.9316716355627348,361.2178888308797,-11.589593697462533,46.67494186147776,176.34244475650914,42.79905917462413,0.2641775050015083,151.3076224193345,1934.266797110148,20.3486463297024,0.1706796524336411,40.43298009762867,0.8739144508287948,33.40424953306414,31.594107663047645,184.99153117557407,20.583260247826225,42.55268260031141,1765.5954635067776,58.25408465724925,1.7749430364393814,0.3514479171169353,0.2964798599896157,255.81085832686432,0,0,110.87807459606488,0.716573799951165,33.06,418.38,165.37,70.32,57.17,76.87,51690.3,80,1502,11272.15
2023-09-09 02:15:00,0.9633203754701208,0.5463734994756229,382.8655248512299,-39.00485193002214,26.9190840326337,191.2392659858412,58.70260474584683,0.4200734025521855,165.2978874778563,1755.5778891580812,21.94035040098702,0.1893982240942487,40.72538988510097,0.5682134611514876,33.234289166133856,50.34918893608071,199.98618504729603,-9.841776060309677,35.09405330642426,959.463166070694,55.93019974017489,3.388549255575258,0.7966288223348511,0.2261421874916117,263.9152239558898,0,0,149.8917213711631,0.9060805148852422,29.28,418.17,113.1,36.74,95.52,65.89,67342.89,28,1599,12883.04
